File,Line,Column,DefaultLevel,Level,Category,Name,Warning,Suggestion,Note,CWEs,Context,Fingerprint,ToolVersion,RuleId,HelpUri
/home/fmarques/sbugs/projects/alunos/iaed_p2/219/equipa.c,25,2,4,4,buffer,strcpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120).,"Consider using snprintf, strcpy_s, or strlcpy (warning: strncpy easily misused).",,CWE-120,"	strcpy(eq -> nome, nome);",be2a52b1900e993953b20e199daebd6903b022c57368ce7fb2069775828c5bf3,2.0.19,FF1001,https://cwe.mitre.org/data/definitions/120.html
/home/fmarques/sbugs/projects/alunos/iaed_p2/219/jogo.c,37,2,4,4,buffer,strcpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120).,"Consider using snprintf, strcpy_s, or strlcpy (warning: strncpy easily misused).",,CWE-120,"	strcpy(jg -> nome, nome);",668b7f877d1a8598075f5ca4750083ef9ddd7e0fc5d7964b0b359612732f5f01,2.0.19,FF1001,https://cwe.mitre.org/data/definitions/120.html
/home/fmarques/sbugs/projects/alunos/iaed_p2/219/jogo.c,38,2,4,4,buffer,strcpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120).,"Consider using snprintf, strcpy_s, or strlcpy (warning: strncpy easily misused).",,CWE-120,"	strcpy(jg -> equipa1, equipa1);",c245a7f8469488671094891331281d55b75e730eff23992c667caf67791a0c86,2.0.19,FF1001,https://cwe.mitre.org/data/definitions/120.html
/home/fmarques/sbugs/projects/alunos/iaed_p2/219/jogo.c,39,2,4,4,buffer,strcpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120).,"Consider using snprintf, strcpy_s, or strlcpy (warning: strncpy easily misused).",,CWE-120,"	strcpy(jg -> equipa2, equipa2);",c9b273bb4c3c00cfc7298b591ed9d3325c74ff376de0d50e307a0c14452e7841,2.0.19,FF1001,https://cwe.mitre.org/data/definitions/120.html
/home/fmarques/sbugs/projects/alunos/iaed_p2/219/jogo.c,40,2,4,4,buffer,strcpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120).,"Consider using snprintf, strcpy_s, or strlcpy (warning: strncpy easily misused).",,CWE-120,"	strcpy(jg -> score1, score1);",d834796f843137854253a2f82985485db48a1b5a9ffcc721fabf74001b8afe85,2.0.19,FF1001,https://cwe.mitre.org/data/definitions/120.html
/home/fmarques/sbugs/projects/alunos/iaed_p2/219/jogo.c,41,2,4,4,buffer,strcpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120).,"Consider using snprintf, strcpy_s, or strlcpy (warning: strncpy easily misused).",,CWE-120,"	strcpy(jg -> score2, score2);",2d8d7434d8f09ab1b40ca6a731621b959fa462d066c7ea3254c4570153ace63d,2.0.19,FF1001,https://cwe.mitre.org/data/definitions/120.html
/home/fmarques/sbugs/projects/alunos/iaed_p2/219/main.c,223,3,4,4,buffer,strcpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120).,"Consider using snprintf, strcpy_s, or strlcpy (warning: strncpy easily misused).",,CWE-120,"		strcpy(auxjogo -> score1, novo_s1);",f57b7eb78cff46448afcd4b72b85c7a13fe4f011c6e5f70201b9f8b338dbb715,2.0.19,FF1001,https://cwe.mitre.org/data/definitions/120.html
/home/fmarques/sbugs/projects/alunos/iaed_p2/219/main.c,224,3,4,4,buffer,strcpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120).,"Consider using snprintf, strcpy_s, or strlcpy (warning: strncpy easily misused).",,CWE-120,"		strcpy(auxjogo -> score2, novo_s2);",3856932705406f71e04ed388aa7a9b84d0a2838e807032be00a59376ff7c1a86,2.0.19,FF1001,https://cwe.mitre.org/data/definitions/120.html
/home/fmarques/sbugs/projects/alunos/iaed_p2/219/main.c,27,2,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,	char res[5][MAXINPUT];,bbd48b044c949cd9636edd48ff148ebb92a7c1b14ce6306a81c6dd763e68e705,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
/home/fmarques/sbugs/projects/alunos/iaed_p2/219/equipa.c,23,46,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,	eq -> nome = can_fail_malloc(sizeof(char) * strlen(nome)+1);,6ad1f673b862d8203adb96deabba252b716e35bf87c2307f8d367b7b34a05469,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
/home/fmarques/sbugs/projects/alunos/iaed_p2/219/jogo.c,32,46,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,	jg -> nome = can_fail_malloc(sizeof(char) * strlen(nome)+1);,6be68d6a3622796338aeb30357eea139b16f3fefd56df28e802902970bce8646,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
/home/fmarques/sbugs/projects/alunos/iaed_p2/219/jogo.c,33,49,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,	jg -> equipa1 = can_fail_malloc(sizeof(char) * strlen(equipa1)+1);,c744ae1ca6574a82133e5673e531b6c84ec5b80e0fb4110d4a9bacf8112b723c,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
/home/fmarques/sbugs/projects/alunos/iaed_p2/219/jogo.c,34,49,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,	jg -> equipa2 = can_fail_malloc(sizeof(char) * strlen(equipa2)+1);,98769019737427eb239edbe6a79766b5a99f3490c0ec60e8990047006e0b042f,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
/home/fmarques/sbugs/projects/alunos/iaed_p2/219/jogo.c,35,48,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,	jg -> score1 = can_fail_malloc(sizeof(char) * strlen(score1)+1);,8642df4d541ba280676783ed8d05d96b915422c3e15b3cc6cbdf84798aec7463,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
/home/fmarques/sbugs/projects/alunos/iaed_p2/219/jogo.c,36,48,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,	jg -> score2 = can_fail_malloc(sizeof(char) * strlen(score2)+1);,3ace4a200b9aacd04656d0c5fa6095b55dbbe58325107e5678832f324e15591c,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
/home/fmarques/sbugs/projects/alunos/iaed_p2/219/main.c,221,52,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,		auxjogo -> score1 = can_fail_malloc(sizeof(char)*strlen(novo_s1)+1);,dabfabdc96f0ccae677d37e8cf0b2e2ee44bffa6d2b28e9a34d0a159836086fd,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
/home/fmarques/sbugs/projects/alunos/iaed_p2/219/main.c,222,52,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,		auxjogo -> score2 = can_fail_malloc(sizeof(char)*strlen(novo_s2)+1);,d620c4ac67eaa3070c2a884c3f096548fc96be8dbb06c6ede75e24f07a5a49a6,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
