KLEE: WARNING: executable has module level assembly (ignoring)
KLEE: WARNING ONCE: calling external: syscall(16, 0, 21505, 93976161227072) at runtime/POSIX/fd.c:1012 10
KLEE: WARNING ONCE: Alignment of memory from call "malloc" is not modelled. Using alignment of 8.
KLEE: WARNING ONCE: calling __klee_posix_wrapped_main with extra arguments.
KLEE: WARNING ONCE: calling external: printf(93976121637248) at projecto2.c:99 16
KLEE: WARNING ONCE: skipping fork (memory cap exceeded)
KLEE: WARNING: killing 532 states (over memory cap: 2243MB)
KLEE: WARNING: killing 329 states (over memory cap: 2163MB)
KLEE: WARNING: killing 240 states (over memory cap: 2130MB)
KLEE: WARNING: killing 226 states (over memory cap: 2132MB)
KLEE: WARNING: killing 181 states (over memory cap: 2112MB)
KLEE: WARNING: killing 193 states (over memory cap: 2128MB)
KLEE: WARNING: killing 153 states (over memory cap: 2107MB)
KLEE: WARNING: killing 155 states (over memory cap: 2115MB)
KLEE: WARNING: killing 155 states (over memory cap: 2123MB)
KLEE: WARNING: killing 168 states (over memory cap: 2143MB)
KLEE: WARNING: killing 153 states (over memory cap: 2140MB)
KLEE: WARNING: killing 194 states (over memory cap: 2195MB)
KLEE: WARNING: killing 105 states (over memory cap: 2111MB)
KLEE: WARNING: killing 140 states (over memory cap: 2161MB)
KLEE: WARNING: killing 84 states (over memory cap: 2102MB)
KLEE: WARNING: killing 117 states (over memory cap: 2154MB)
KLEE: WARNING: killing 80 states (over memory cap: 2111MB)
KLEE: WARNING: killing 88 states (over memory cap: 2131MB)
KLEE: WARNING: killing 80 states (over memory cap: 2126MB)
KLEE: WARNING: killing 72 states (over memory cap: 2121MB)
KLEE: WARNING: killing 91 states (over memory cap: 2168MB)
KLEE: WARNING: killing 57 states (over memory cap: 2111MB)
KLEE: WARNING: killing 60 states (over memory cap: 2126MB)
KLEE: WARNING: killing 47 states (over memory cap: 2106MB)
KLEE: WARNING: killing 61 states (over memory cap: 2147MB)
KLEE: WARNING: killing 61 states (over memory cap: 2160MB)
KLEE: WARNING: killing 47 states (over memory cap: 2132MB)
KLEE: WARNING: killing 34 states (over memory cap: 2102MB)
KLEE: WARNING: killing 40 states (over memory cap: 2128MB)
KLEE: WARNING: killing 30 states (over memory cap: 2102MB)
KLEE: WARNING: killing 37 states (over memory cap: 2138MB)
KLEE: WARNING: killing 27 states (over memory cap: 2108MB)
KLEE: WARNING: killing 29 states (over memory cap: 2120MB)
KLEE: WARNING: killing 24 states (over memory cap: 2105MB)
KLEE: WARNING: killing 36 states (over memory cap: 2117MB)
KLEE: WARNING: killing 40 states (over memory cap: 2106MB)
KLEE: WARNING: killing 42 states (over memory cap: 2102MB)
KLEE: WARNING: killing 41 states (over memory cap: 2107MB)
KLEE: WARNING: killing 45 states (over memory cap: 2102MB)
KLEE: WARNING: killing 44 states (over memory cap: 2104MB)
KLEE: WARNING: killing 43 states (over memory cap: 2111MB)
KLEE: WARNING: killing 38 states (over memory cap: 2101MB)
KLEE: WARNING: killing 38 states (over memory cap: 2108MB)
KLEE: WARNING: killing 34 states (over memory cap: 2102MB)
KLEE: WARNING: killing 39 states (over memory cap: 2117MB)
KLEE: WARNING: killing 34 states (over memory cap: 2106MB)
KLEE: WARNING: killing 37 states (over memory cap: 2120MB)
KLEE: WARNING: killing 39 states (over memory cap: 2105MB)
KLEE: WARNING: killing 35 states (over memory cap: 2101MB)
KLEE: WARNING: killing 36 states (over memory cap: 2109MB)
KLEE: WARNING: killing 32 states (over memory cap: 2103MB)
KLEE: WARNING: killing 31 states (over memory cap: 2104MB)
