File,Line,Column,DefaultLevel,Level,Category,Name,Warning,Suggestion,Note,CWEs,Context,Fingerprint,ToolVersion,RuleId,HelpUri
/home/fmarques/sbugs/projects/alunos/asa_1920_p2/al154/proj2ASA.c,54,3,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,  char nums[100];,477dcb38cf863453548c7ef52146095c257594d53947a19004f6c1fb5101d9b4,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
/home/fmarques/sbugs/projects/alunos/asa_1920_p2/al154/proj2ASA.c,58,13,2,2,integer,atoi,"Unless checked, the resulting number can exceed the expected range (CWE-190).","If source untrusted, check both minimum and maximum, even if the input had no minus sign (large numbers can roll over into negative number; consider saving to an unsigned value if that is intended).",,CWE-190,  avenues = atoi(token);,2a5ca210959855590131eb557e910c1c41c9924cd876dd67b94b99b30bf14e32,2.0.19,FF1047,https://cwe.mitre.org/data/definitions/190.html
/home/fmarques/sbugs/projects/alunos/asa_1920_p2/al154/proj2ASA.c,59,13,2,2,integer,atoi,"Unless checked, the resulting number can exceed the expected range (CWE-190).","If source untrusted, check both minimum and maximum, even if the input had no minus sign (large numbers can roll over into negative number; consider saving to an unsigned value if that is intended).",,CWE-190,"  streets = atoi(strtok(NULL, "" ""));",58dd5990f0861d1a9d251593d1cdb9d2b19b54a8d95d0a4bf0655813d9300b73,2.0.19,FF1047,https://cwe.mitre.org/data/definitions/190.html
/home/fmarques/sbugs/projects/alunos/asa_1920_p2/al154/proj2ASA.c,63,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,    char description[12];,2923f221dfb7b568e94b7ff9be980a78704c67089749d85291f7c02e860d1560,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
/home/fmarques/sbugs/projects/alunos/asa_1920_p2/al154/proj2ASA.c,83,18,2,2,integer,atoi,"Unless checked, the resulting number can exceed the expected range (CWE-190).","If source untrusted, check both minimum and maximum, even if the input had no minus sign (large numbers can roll over into negative number; consider saving to an unsigned value if that is intended).",,CWE-190,  supermarkets = atoi(token);,afdae12c93c8a7e8d92632e79ee144e076d04d0a3150b82e5b4fe5343ccbdcdc,2.0.19,FF1047,https://cwe.mitre.org/data/definitions/190.html
/home/fmarques/sbugs/projects/alunos/asa_1920_p2/al154/proj2ASA.c,84,14,2,2,integer,atoi,"Unless checked, the resulting number can exceed the expected range (CWE-190).","If source untrusted, check both minimum and maximum, even if the input had no minus sign (large numbers can roll over into negative number; consider saving to an unsigned value if that is intended).",,CWE-190,"  citizens = atoi(strtok(NULL, "" ""));",fffe3a9cd1537e2fc348a7e1799c9ecc6dd68487cb8e834226f11e892dd4df33,2.0.19,FF1047,https://cwe.mitre.org/data/definitions/190.html
/home/fmarques/sbugs/projects/alunos/asa_1920_p2/al154/proj2ASA.c,87,3,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,  char location[supermarkets][10];,0e72c55aaece3a62d8834a869359dd1f0cd8252c1d36a9ad5e4f27b4a5cf1a42,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
/home/fmarques/sbugs/projects/alunos/asa_1920_p2/al154/proj2ASA.c,88,3,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,  char adress[citizens][10];,8e26cc9f6780d6def688ce1cff6c3f9d4025ae7612bbd2681b49d84ca51ecd55,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
/home/fmarques/sbugs/projects/alunos/asa_1920_p2/al154/proj2ASA.c,92,14,2,2,integer,atoi,"Unless checked, the resulting number can exceed the expected range (CWE-190).","If source untrusted, check both minimum and maximum, even if the input had no minus sign (large numbers can roll over into negative number; consider saving to an unsigned value if that is intended).",,CWE-190,    avenue = atoi(token);,5ce0b6e64652a779567c0230b5d83f3c32ba63c22348134b81d211435dcd1cd7,2.0.19,FF1047,https://cwe.mitre.org/data/definitions/190.html
/home/fmarques/sbugs/projects/alunos/asa_1920_p2/al154/proj2ASA.c,93,14,2,2,integer,atoi,"Unless checked, the resulting number can exceed the expected range (CWE-190).","If source untrusted, check both minimum and maximum, even if the input had no minus sign (large numbers can roll over into negative number; consider saving to an unsigned value if that is intended).",,CWE-190,"    street = atoi(strtok(NULL, "" ""));",c9304a60a9afdc59ae1e4ce09bfffcbb6c88cd136d397fc9b5ea8684f8b4cf22,2.0.19,FF1047,https://cwe.mitre.org/data/definitions/190.html
