File,Line,Column,DefaultLevel,Level,Category,Name,Warning,Suggestion,Note,CWEs,Context,Fingerprint,ToolVersion,RuleId,HelpUri
/home/fmarques/sbugs/projects/alunos/asa_1920_p2/al125/proj2asa.c,500,5,4,4,buffer,strcat,Does not check for buffer overflows when concatenating to destination [MS-banned] (CWE-120).,"Consider using strcat_s, strncat, strlcat, or snprintf (warning: strncat is easily misused).",,CWE-120,"    strcat(buff, buffaux);",de5da555035b30f03033e42a92f28b25174c208b249b4485760161f6854c0345,2.0.19,FF1005,https://cwe.mitre.org/data/definitions/120.html
/home/fmarques/sbugs/projects/alunos/asa_1920_p2/al125/proj2asa.c,50,9,2,2,integer,atoi,"Unless checked, the resulting number can exceed the expected range (CWE-190).","If source untrusted, check both minimum and maximum, even if the input had no minus sign (large numbers can roll over into negative number; consider saving to an unsigned value if that is intended).",,CWE-190,  mn[0]=atoi(token);,0f46ffeefb9f3257b99fc2653bbb9f686820c6fbfc7b2467625cae9206cb20ae,2.0.19,FF1047,https://cwe.mitre.org/data/definitions/190.html
/home/fmarques/sbugs/projects/alunos/asa_1920_p2/al125/proj2asa.c,53,9,2,2,integer,atoi,"Unless checked, the resulting number can exceed the expected range (CWE-190).","If source untrusted, check both minimum and maximum, even if the input had no minus sign (large numbers can roll over into negative number; consider saving to an unsigned value if that is intended).",,CWE-190,  mn[1]=atoi(token);,a14514a56157b98fdb39cb407a487ddef63c1e05c19628607b53032a1812665c,2.0.19,FF1047,https://cwe.mitre.org/data/definitions/190.html
/home/fmarques/sbugs/projects/alunos/asa_1920_p2/al125/proj2asa.c,247,6,2,2,integer,atoi,"Unless checked, the resulting number can exceed the expected range (CWE-190).","If source untrusted, check both minimum and maximum, even if the input had no minus sign (large numbers can roll over into negative number; consider saving to an unsigned value if that is intended).",,CWE-190,  aa=atoi(token);,c610527f9ff2315bb5a29cebb0a9b3a4cd056e7f34de31acc7c8710c74dc06a1,2.0.19,FF1047,https://cwe.mitre.org/data/definitions/190.html
/home/fmarques/sbugs/projects/alunos/asa_1920_p2/al125/proj2asa.c,250,6,2,2,integer,atoi,"Unless checked, the resulting number can exceed the expected range (CWE-190).","If source untrusted, check both minimum and maximum, even if the input had no minus sign (large numbers can roll over into negative number; consider saving to an unsigned value if that is intended).",,CWE-190,  ra=atoi(token);,7b0ffc2b797d782dc4af75f8db963ddcb6c4b72216121ca0d0da7999ec2a5d1b,2.0.19,FF1047,https://cwe.mitre.org/data/definitions/190.html
/home/fmarques/sbugs/projects/alunos/asa_1920_p2/al125/proj2asa.c,257,8,2,2,integer,atoi,"Unless checked, the resulting number can exceed the expected range (CWE-190).","If source untrusted, check both minimum and maximum, even if the input had no minus sign (large numbers can roll over into negative number; consider saving to an unsigned value if that is intended).",,CWE-190,    aa=atoi(token);,c610527f9ff2315bb5a29cebb0a9b3a4cd056e7f34de31acc7c8710c74dc06a1,2.0.19,FF1047,https://cwe.mitre.org/data/definitions/190.html
/home/fmarques/sbugs/projects/alunos/asa_1920_p2/al125/proj2asa.c,260,8,2,2,integer,atoi,"Unless checked, the resulting number can exceed the expected range (CWE-190).","If source untrusted, check both minimum and maximum, even if the input had no minus sign (large numbers can roll over into negative number; consider saving to an unsigned value if that is intended).",,CWE-190,    ra=atoi(token);,7b0ffc2b797d782dc4af75f8db963ddcb6c4b72216121ca0d0da7999ec2a5d1b,2.0.19,FF1047,https://cwe.mitre.org/data/definitions/190.html
/home/fmarques/sbugs/projects/alunos/asa_1920_p2/al125/proj2asa.c,276,8,2,2,integer,atoi,"Unless checked, the resulting number can exceed the expected range (CWE-190).","If source untrusted, check both minimum and maximum, even if the input had no minus sign (large numbers can roll over into negative number; consider saving to an unsigned value if that is intended).",,CWE-190,    aa=atoi(token);,c610527f9ff2315bb5a29cebb0a9b3a4cd056e7f34de31acc7c8710c74dc06a1,2.0.19,FF1047,https://cwe.mitre.org/data/definitions/190.html
/home/fmarques/sbugs/projects/alunos/asa_1920_p2/al125/proj2asa.c,279,8,2,2,integer,atoi,"Unless checked, the resulting number can exceed the expected range (CWE-190).","If source untrusted, check both minimum and maximum, even if the input had no minus sign (large numbers can roll over into negative number; consider saving to an unsigned value if that is intended).",,CWE-190,    ra=atoi(token);,7b0ffc2b797d782dc4af75f8db963ddcb6c4b72216121ca0d0da7999ec2a5d1b,2.0.19,FF1047,https://cwe.mitre.org/data/definitions/190.html
/home/fmarques/sbugs/projects/alunos/asa_1920_p2/al125/proj2asa.c,480,3,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,  char buff[BUFF];,603267105f21568a5632b4245bafb7ea3f35947c33032653a655021f8375dec7,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
/home/fmarques/sbugs/projects/alunos/asa_1920_p2/al125/proj2asa.c,481,3,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,  char buffaux[BUFF];,c157a7200491599b4e29617d08026fd5479a4789338b57e2accdda70752e5589,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
