File,Line,Column,DefaultLevel,Level,Category,Name,Warning,Suggestion,Note,CWEs,Context,Fingerprint,ToolVersion,RuleId,HelpUri
/home/fmarques/sbugs/projects/alunos/iaed_p2/45/equipa.c,29,5,4,4,buffer,strcpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120).,"Consider using snprintf, strcpy_s, or strlcpy (warning: strncpy easily misused).",,CWE-120,"    strcpy(keyHT(temporario), nome);",b1266a128c6a728c47a48f0c06d37e47227c003b5317d58d487fd69872138945,2.0.19,FF1001,https://cwe.mitre.org/data/definitions/120.html
/home/fmarques/sbugs/projects/alunos/iaed_p2/45/jogo.c,53,5,4,4,buffer,strcpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120).,"Consider using snprintf, strcpy_s, or strlcpy (warning: strncpy easily misused).",,CWE-120,"    strcpy(keyHTS(temporario), nome);",4d8d135a89bd7b66b87a38dc1094cf990977ec8cc9975606886e2dfc3b29ac27,2.0.19,FF1001,https://cwe.mitre.org/data/definitions/120.html
/home/fmarques/sbugs/projects/alunos/iaed_p2/45/interface.c,45,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,    char nomeEquipa[MAXNOME];,dac96c5ffba815486eb60f1de3161b1d872409dd68baa2a367ed0abec5b9bab8,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
/home/fmarques/sbugs/projects/alunos/iaed_p2/45/interface.c,78,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,    char nomeEquipa[MAXNOME];,dac96c5ffba815486eb60f1de3161b1d872409dd68baa2a367ed0abec5b9bab8,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
/home/fmarques/sbugs/projects/alunos/iaed_p2/45/interface.c,109,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"    char nomeJogo[MAXNOME], nomeEquipa[MAXNOME], nomeEquipa2[MAXNOME];",dabaaf6465f3838bba8209ae738ab334a6f71faf93a265dd55482c771d275104,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
/home/fmarques/sbugs/projects/alunos/iaed_p2/45/interface.c,128,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,    char nomeJogo[MAXNOME];,39c6c7ff76e493cc37ec7b35df316ba676ab1b8a0fa64998837a7e0f43c52df3,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
/home/fmarques/sbugs/projects/alunos/iaed_p2/45/interface.c,164,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,    char nomeJogo[MAXNOME];,39c6c7ff76e493cc37ec7b35df316ba676ab1b8a0fa64998837a7e0f43c52df3,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
/home/fmarques/sbugs/projects/alunos/iaed_p2/45/interface.c,181,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,    char nomeJogo[MAXNOME];,39c6c7ff76e493cc37ec7b35df316ba676ab1b8a0fa64998837a7e0f43c52df3,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
/home/fmarques/sbugs/projects/alunos/iaed_p2/45/equipa.c,28,65,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,    keyHT(temporario) = (char *)can_fail_malloc(sizeof(char) * (strlen(nome) + 1));,50041693471b51ddfea8407fb985de188f1087c7071313f82be4bbc450c8af9d,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
/home/fmarques/sbugs/projects/alunos/iaed_p2/45/jogo.c,52,51,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,    keyHTS(temporario) = (char *)can_fail_malloc((strlen(nome) + 1) * sizeof(char));,eed5c08b4833672abdcdddc0f5e903f25d3cb684ccefca9a09ee06042bad85a3,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
/home/fmarques/sbugs/projects/alunos/iaed_p2/45/p2.c,31,24,1,1,buffer,getchar,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20",    while ((caracter = getchar()) != 'x'){,e1d4e9d1e32c1f6e6b4e2b68aadb712da6aeab1e920ab5d9c298870cdb249caa,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
